name,ticker,figi,lot,currency,class_code
SS&C Technologies Holdings Inc,SSNC,BBG000RJ2J04,1,usd,SPBXM
Bumble Inc.,BMBL,BBG00Z6RF483,1,usd,SPBXM
Ozon Holdings PLC,OZON,BBG00Y91R9T3,1,rub,TQBR
Big Lots Inc,BIG,BBG000J0D904,1,usd,SPBXM
ЛУКОЙЛ,LKOH,BBG004731032,1,rub,TQBR
BCE Inc.,BCE,BBG000BCXNS3,1,usd,SPBXM
Cadence Design Systems,CDNS,BBG000C13CD9,1,usd,SPBXM
PVH,PVH,BBG000BRRG02,1,usd,SPBXM
Accenture,ACN,BBG000D9D830,1,usd,SPBXM
BOK Financial,BOKF,BBG000CFZ003,1,usd,SPBXM
SEI Investments Company,SEIC,BBG000BSQLT9,1,usd,SPBXM
Okta Inc,OKTA,BBG001YV1SM4,1,usd,SPBXM
Uber,UBER,BBG002B04MT8,1,usd,SPBXM
Chewy Inc,CHWY,BBG00P19DKZ6,1,usd,SPBXM
Nutanix Inc,NTNX,BBG001NDW1Z7,1,usd,SPBXM
Alcoa Corporation,AA,BBG00B3T3HD3,1,usd,SPBXM
Hess,HES,BBG000BBD070,1,usd,SPBXM
Newell Brands,NWL,BBG000BQC9V2,1,usd,SPBXM
CVS Health Corporation,CVS,BBG000BGRY34,1,usd,SPBXM
Thor Industries Inc,THO,BBG000BV6R84,1,usd,SPBXM
Энел Россия,ENRU,BBG000F6YP24,1000,rub,TQBR
Fortive,FTV,BBG00BLVZ228,1,usd,SPBXM
Boot Barn Holdings Inc,BOOT,BBG0077SYZV6,1,usd,SPBXM
QuinStreet Inc,QNST,BBG000S9XXB8,1,usd,SPBXM
Allison Transmission Holdings,ALSN,BBG001KY3845,1,usd,SPBXM
Вторая генерирующая компания оптового рынка электроэнергии,OGKB,BBG000RK52V1,1000,rub,TQBR
IPG,IPG,BBG000C90DH9,1,usd,SPBXM
National Instruments,NATI,BBG000DZK6N6,1,usd,SPBXM
3D Systems Corp,DDD,BBG000D42FJ0,1,usd,SPBXM
Lightspeed Commerce,LSPD,BBG00PZ78ZM0,1,usd,SPBXM
Generac Holdings Inc,GNRC,BBG000PQ4W72,1,usd,SPBXM
GMS Inc,GMS,BBG009Q036D0,1,usd,SPBXM
New York Community Bancorp,NYCB,BBG000BVXPZ8,1,usd,SPBXM
Terreno REIT,TRNO,BBG000PV3J62,1,usd,SPBXM
Grand Canyon Education Inc,LOPE,BBG000FV28W9,1,usd,SPBXM
Select Energy Services Inc,WTTR,BBG00G4Y2DC1,1,usd,SPBXM
Materion Corp,MTRN,BBG000BDTT76,1,usd,SPBXM
Bed Bath & Beyond,BBBY,BBG000CSY9H9,1,usd,SPBXM
Funko Inc,FNKO,BBG00HXSHDQ9,1,usd,SPBXM
Iridium Communications Inc,IRDM,BBG000VC0FC1,1,usd,SPBXM
Arcus Biosciences,RCUS,BBG00DQD26W3,1,usd,SPBXM
Alexandria Real Estate Equities REIT,ARE,BBG000BC33T9,1,usd,SPBXM
Lululemon Athletica Inc,LULU,BBG000R8ZVD1,1,usd,SPBXM
Omnicell Inc,OMCL,BBG000BTNGZ4,1,usd,SPBXM
Columbia Sportswear Company,COLM,BBG000BKKQ84,1,usd,SPBXM
ChampionX Corporation,CHX,BBG00JH9TZ56,1,usd,SPBXM
Иркутскэнерго,IRGZ,BBG000NL6ZD9,100,rub,TQBR
Mimecast Limited,MIME,BBG00B6W26V8,1,usd,SPBXM
Western Alliance Bancorp,WAL,BBG000Q1KFH4,1,usd,SPBXM
Aramark,ARMK,BBG001KY4N87,1,usd,SPBXM
Fiverr International,FVRR,BBG002YSC5M7,1,usd,SPBXM
Landstar System,LSTR,BBG000BB2KN0,1,usd,SPBXM
Cleveland-Cliffs,CLF,BBG000BFRF55,1,usd,SPBXM
TechnipFMC,FTI,BBG00DL8NMV2,1,usd,SPBXM
SP Plus Corp,SP,BBG000BJ91B1,1,usd,SPBXM
L3Harris Technologies Inc,LHX,BBG000BLGFJ9,1,usd,SPBXM
Ingevity Corp,NGVT,BBG009LM28K6,1,usd,SPBXM
Warby Parker,WRBY,BBG005DWN8K8,1,usd,SPBXM
Delivery Hero SE,DHER@DE,BBG00GVXMJ74,1,eur,SPBDE
United Airlines Holdings,UAL,BBG000M65M61,1,usd,SPBXM
"Independent Bank Group, Inc.",IBTX,BBG003981NS4,1,usd,SPBXM
SpringWorks Therapeutics,SWTX,BBG00Q011TW9,1,usd,SPBXM
US Foods Holding Corp,USFD,BBG00C6H6D40,1,usd,SPBXM
American Electric Power,AEP,BBG000BB9KF2,1,usd,SPBXM
Tempur Sealy International Inc,TPX,BBG000PXGT62,1,usd,SPBXM
Pinterest Inc,PINS,BBG002583CV8,1,usd,SPBXM
HubSpot Inc,HUBS,BBG000N7MZ06,1,usd,SPBXM
The Aarons Company,AAN,BBG00WCNDCZ6,1,usd,SPBXM
Dell Technologies Inc,DELL,BBG00DW3SZS1,1,usd,SPBXM
AerCap Holdings,AER,BBG000Q9FZL4,1,usd,SPBXM
WestRock,WRK,BBG008NXC572,1,usd,SPBXM
"United Bankshares, Inc.",UBSI,BBG000BVXC87,1,usd,SPBXM
Altria Group,MO,BBG000BP6LJ8,1,usd,SPBXM
Ligand Pharmaceuticals Inc,LGND,BBG000BKF014,1,usd,SPBXM
Dana Inc,DAN,BBG000TCD088,1,usd,SPBXM
Globaltrans Investment PLC,GLTR,BBG000VFX6Y4,1,rub,TQBR
MSC Industrial Direct Co Inc,MSM,BBG000BCLYL9,1,usd,SPBXM
JD.com,JD,BBG005YHY0Q7,1,usd,SPBXM
Carrier Global,CARR,BBG00RP5HYS8,1,usd,SPBXM
CorEnergy Infrastructure REIT,CORR,BBG000CN80Y9,1,usd,SPBXM
LIthia Motors Inc,LAD,BBG000K3BC83,1,usd,SPBXM
Chefs' Warehouse Inc,CHEF,BBG001MFW6D6,1,usd,SPBXM
Hasbro,HAS,BBG000BKVJK4,1,usd,SPBXM
Beam Therapeutics,BEAM,BBG00KXC8646,1,usd,SPBXM
Essex Property REIT,ESS,BBG000CGJMB9,1,usd,SPBXM
DraftKings,DKNG,BBG0134WCM78,1,usd,SPBXM
"Evergy, Inc",EVRG,BBG00H433CR2,1,usd,SPBXM
Balchem Corp,BCPC,BBG000BCY878,1,usd,SPBXM
FTI Consulting Inc,FCN,BBG000K88H58,1,usd,SPBXM
Portland General Electric,POR,BBG000BCRMW7,1,usd,SPBXM
Nielsen Holdings plc,NLSN,BBG0088CYPX8,1,usd,SPBXM
EMCOR Group,EME,BBG000BBRPL4,1,usd,SPBXM
KLA-Tencor,KLAC,BBG000BMTFR4,1,usd,SPBXM
Avis Budget Group,CAR,BBG000FLPRH1,1,usd,SPBXM
Premier Inc,PINC,BBG000G7QX50,1,usd,SPBXM
Hewlett Packard Enterprise,HPE,BBG0078W3NQ3,1,usd,SPBXM
КуйбышевАзот - Акции привилегированные,KAZTP,BBG002B9T6Y1,10,rub,TQBR
Alpha and Omega Semiconductor,AOSL,BBG000QLW222,1,usd,SPBXM
Curtiss-Wright,CW,BBG000BGSPS5,1,usd,SPBXM
PTC Inc,PTC,BBG000C2VBB0,1,usd,SPBXM
Hannon Armstrong REIT,HASI,BBG0044K5DM4,1,usd,SPBXM
H World Group,HTHT,BBG000QFPM65,1,usd,SPBXM
Orthofix Medical Inc,OFIX,BBG000G1C210,1,usd,SPBXM
Vonovia SE,VNA@DE,BBG000BT0ZM1,1,eur,SPBDE
Thermo Fisher Scientific,TMO,BBG000BVDLH9,1,usd,SPBXM
DXC Technology,DXC,BBG00FN64XT9,1,usd,SPBXM
Amazon.com,AMZN,BBG000BVPV84,1,usd,SPBXM
PAR Technology Corporation,PAR,BBG000BRP9K8,1,usd,SPBXM
Salesforce,CRM,BBG000BN2DC2,1,usd,SPBXM
Freeport-McMoRan,FCX,BBG000BJDB15,1,usd,SPBXM
CommVault Systems Inc,CVLT,BBG000BG88X9,1,usd,SPBXM
Apartment Income REIT,AIRC,BBG00XK3WVD0,1,usd,SPBXM
Commerce Bancshares,CBSH,BBG000BF3G77,1,usd,SPBXM
Alnylam Pharmaceuticals Inc,ALNY,BBG000BFGNJ5,1,usd,SPBXM
Ares Capital Corp,ARCC,BBG000PD6X77,1,usd,SPBXM
Guardant Health Inc,GH,BBG006D97VY9,1,usd,SPBXM
Vanda Pharmaceuticals Inc,VNDA,BBG000HT5MG6,1,usd,SPBXM
Centene Corporation,CNC,BBG000BDXCJ5,1,usd,SPBXM
"IDACORP, Inc.",IDA,BBG000BLR3Y7,1,usd,SPBXM
"Autoliv, Inc.",ALV,BBG000BVLRY8,1,usd,SPBXM
Arcutis Biotherapeutics,ARQT,BBG00QN8K4M4,1,usd,SPBXM
BioMarin Pharmaceutical Inc,BMRN,BBG000CZWZ05,1,usd,SPBXM
The Allstate Corporation,ALL,BBG000BVMGF2,1,usd,SPBXM
Levi Strauss & Co,LEVI,BBG000BQDF10,1,usd,SPBXM
Knight-Swift Transportation,KNX,BBG000BFC848,1,usd,SPBXM
Albertsons Companies,ACI,BBG009KG1750,1,usd,SPBXM
Apellis Pharmaceuticals,APLS,BBG007KGRPY4,1,usd,SPBXM
LUKOIL PJSC,LKOD@GS,BBG000NN8497,1,usd,SPBXM
Sprout Social,SPT,BBG001K1CT23,1,usd,SPBXM
Teledyne Technologies Inc,TDY,BBG000BMT9T6,1,usd,SPBXM
Ciena Corp,CIEN,BBG000BP1152,1,usd,SPBXM
Twitter,TWTR,BBG000H6HNW3,1,usd,SPBXM
F5,FFIV,BBG000CXYSZ6,1,usd,SPBXM
Match Group Inc,MTCH,BBG00B6WH9G3,1,usd,SPBXM
Texas Roadhouse Inc,TXRH,BBG000PSJMV7,1,usd,SPBXM
The Williams Companies,WMB,BBG000BWVCP8,1,usd,SPBXM
MaxLinear Inc,MXL,BBG000BB6R33,1,usd,SPBXM
Napco Security Technologies,NSSC,BBG000BQ6CT5,1,usd,SPBXM
Verint Systems Inc,VRNT,BBG000BCBYT2,1,usd,SPBXM
АДР МТС,MBT,BBG000CSZKR2,1,usd,SPBXM
НМТП,NMTP,BBG004S68BR5,100,rub,TQBR
CRISPR Therapeutics AG,CRSP,BBG00DBBGRX1,1,usd,SPBXM
MRC Global Inc,MRC,BBG000BKLTM1,1,usd,SPBXM
MAXIMUS Inc,MMS,BBG000BC5WJ4,1,usd,SPBXM
Crown Castle REIT,CCI,BBG000FV1Z23,1,usd,SPBXM
Analog Devices,ADI,BBG000BB6G37,1,usd,SPBXM
Viatris Inc,VTRS,BBG00Y4RQNH4,1,usd,SPBXM
Ingersoll-Rand,IR,BBG002R1CW27,1,usd,SPBXM
Vir Biotechnology,VIR,BBG00H2QQ8T5,1,usd,SPBXM
ТГК-1,TGKA,BBG000QFH687,100000,rub,TQBR
Comerica Incorporated,CMA,BBG000C75N77,1,usd,SPBXM
Fox Factory Holding Corp,FOXF,BBG004T7VS53,1,usd,SPBXM
Expeditors,EXPD,BBG000BJ5GK2,1,usd,SPBXM
First Republic Bank,FRC,BBG0019LSQ49,1,usd,SPBXM
Freedom Holding Corp/NV,FRHC,BBG000N625H8,1,usd,SPBXM
Angi Inc,ANGI,BBG00HVKH3Q0,1,usd,SPBXM
Hyatt Hotels Corp,H,BBG000CVRFS4,1,usd,SPBXM
IQVIA Holdings Inc,IQV,BBG00333FYS2,1,usd,SPBXM
Ventas REIT,VTR,BBG000FRVHB9,1,usd,SPBXM
Blink Charging Co,BLNK,BBG000F9XKN7,1,usd,SPBXM
Alibaba,BABA,BBG006G2JVL2,1,usd,SPBXM
Chart Industries Inc,GTLS,BBG000P1K2X6,1,usd,SPBXM
Сургутнефтегаз,SNGS,BBG0047315D0,100,rub,TQBR
МКБ,CBOM,BBG009GSYN76,100,rub,TQBR
PJT Partners Inc.,PJT,BBG0079T1PZ6,1,usd,SPBXM
Regeneron Pharmaceuticals,REGN,BBG000C734W3,1,usd,SPBXM
Burlington Stores Inc,BURL,BBG004S641N5,1,usd,SPBXM
Cardlytics Inc,CDLX,BBG00225ZDD0,1,usd,SPBXM
Seagate,STX,BBG0113JGQF0,1,usd,SPBXM
Krystal Biotech Inc,KRYS,BBG00HDGRHH7,1,usd,SPBXM
J&J Snack Foods Corp,JJSF,BBG000BMGPW0,1,usd,SPBXM
TripAdvisor,TRIP,BBG001M8HHB7,1,usd,SPBXM
Linde,LIN,BBG00GVR8YQ9,1,usd,SPBXM
REX American Resources Corp,REX,BBG000D2ZK61,1,usd,SPBXM
Crane Holdings,CR,BBG017BXPZ85,1,usd,SPBXM
Karuna Therapeutics Inc,KRTX,BBG00NN875G0,1,usd,SPBXM
Stellantis N.V.,STLA,BBG0078ZLDG9,1,usd,SPBXM
Canadian Pacific Railway,CP,BBG000BCVMH9,1,usd,SPBXM
Vermilion Energy,VET,BBG000PL3C78,1,usd,SPBXM
Ашинский метзавод,AMEZ,BBG000RJWGC4,100,rub,TQBR
Stitch Fix,SFIX,BBG0046L1KL9,1,usd,SPBXM
Twenty-First Century Fox (A),FOXA,BBG00JHNJW99,1,usd,SPBXM
PRA Group Inc,PRAA,BBG000BNTW77,1,usd,SPBXM
"Cowen, Inc.",COWN,BBG000ND1SB0,1,usd,SPBXM
ТГК-2 - акции привилегированные,TGKBP,BBG000Q7GJ60,100000,rub,TQBR
TPG,TPG,BBG0145FSNR1,1,usd,SPBXM
PetroChina,PTR,BBG000BR85F1,1,usd,SPBXM
AZEK Company,AZEK,BBG00RPJPN67,1,usd,SPBXM
UnitedHealth,UNH,BBG000CH5208,1,usd,SPBXM
TEGNA,TGNA,BBG000BK5DP1,1,usd,SPBXM
Revolve Group Inc,RVLV,BBG00M4RHBD0,1,usd,SPBXM
Wingstop Inc,WING,BBG008N298Y8,1,usd,SPBXM
АбрауДюрсо,ABRD,BBG002W2FT69,10,rub,TQBR
Центральный Телеграф - акции привилегированные,CNTLP,BBG0027F0Y27,100,rub,TQBR
TotalEnergies SE,TTE,BBG000CHZ857,1,usd,SPBXM
Quanta Services,PWR,BBG000BBL8V7,1,usd,SPBXM
Donaldson Co,DCI,BBG000BGZP70,1,usd,SPBXM
Siemens Healthineers AG,SHL@DE,BBG00KY6K4L0,1,eur,SPBDE
Microchip Technology,MCHP,BBG000BHCP19,1,usd,SPBXM
ПИК,PIKK,BBG004S68BH6,1,rub,TQBR
AstraZeneca PLC,AZN,BBG000BZ0DK8,1,usd,SPBXM
Kennametal Inc,KMT,BBG000BMWKC5,1,usd,SPBXM
EchoStar Corporation,SATS,BBG000TGLV00,1,usd,SPBXM
Applied Therapeutics,APLT,BBG000DD0489,1,usd,SPBXM
Forward Air Corporation,FWRD,BBG000BRCHB4,1,usd,SPBXM
Adaptive Biotechnologies,ADPT,BBG001J2PFF5,1,usd,SPBXM
Onto Innovation Inc,ONTO,BBG000BPRN29,1,usd,SPBXM
Nu Skin Enterprises Inc,NUS,BBG000HG21Y3,1,usd,SPBXM
Hub Group Inc,HUBG,BBG000G9W6L0,1,usd,SPBXM
SolarEdge Technologies Inc,SEDG,BBG0084BBZY6,1,usd,SPBXM
Deere & Company,DE,BBG000BH1NH9,1,usd,SPBXM
Palo Alto Networks,PANW,BBG0014GJCT9,1,usd,SPBXM
Dolby Laboratories Inc,DLB,BBG000DGLTG5,1,usd,SPBXM
Gartner,IT,BBG000BB65D0,1,usd,SPBXM
Spirit Realty Capital REIT,SRC,BBG0027Z6X10,1,usd,SPBXM
Роснефть,ROSN,BBG004731354,1,rub,TQBR
Marathon Oil,MRO,BBG000C8H633,1,usd,SPBXM
Vertex Pharmaceuticals,VRTX,BBG000C1S2X2,1,usd,SPBXM
CF Industries Holdings,CF,BBG000BWJFZ4,1,usd,SPBXM
CyberArk Software Ltd,CYBR,BBG006Q52QV2,1,usd,SPBXM
Western Union,WU,BBG000BB5373,1,usd,SPBXM
Pinnacle West Capital,PNW,BBG000BRDSX5,1,usd,SPBXM
ModivCare Inc.,MODV,BBG000P1B7C8,1,usd,SPBXM
Celsius Holdings,CELH,BBG000NY37X4,1,usd,SPBXM
Ollie's Bargain Outlet Holding,OLLI,BBG0098VVDT9,1,usd,SPBXM
Мечел - Привилегированные акции,MTLRP,BBG004S68FR6,10,rub,TQBR
Louisiana-Pacific Corporation,LPX,BBG000BNF508,1,usd,SPBXM
Helmerich & Payne,HP,BBG000BLCPY4,1,usd,SPBXM
Astronics Corp,ATRO,BBG000BCLBY5,1,usd,SPBXM
LHC Group Inc,LHCG,BBG000G7W420,1,usd,SPBXM
Трубная Металлургическая Компания,TRMK,BBG004TC84Z8,10,rub,TQBR
Abbott,ABT,BBG000B9ZXB4,1,usd,SPBXM
Credit Acceptance Corp,CACC,BBG000CS0D96,1,usd,SPBXM
Zuora Inc,ZUO,BBG000BT3HG5,1,usd,SPBXM
ANI Pharmaceuticals Inc,ANIP,BBG000KK1L04,1,usd,SPBXM
Healthcare Realty Trust REIT,HR,BBG000PRJCX9,1,usd,SPBXM
Infineon Technologies AG,IFX@DE,BBG000C8L273,1,eur,SPBDE
Skyworks Solutions,SWKS,BBG000KLB4Q1,1,usd,SPBXM
Albany International Corp.,AIN,BBG000BRWWH3,1,usd,SPBXM
General Dynamics,GD,BBG000BK67C7,1,usd,SPBXM
AMETEK,AME,BBG000B9XG87,1,usd,SPBXM
Dave & Buster's Entertainment Inc,PLAY,BBG001WWJTK5,1,usd,SPBXM
Phillips 66,PSX,BBG00286S4N9,1,usd,SPBXM
Worthington Industries Inc,WOR,BBG000HL7499,1,usd,SPBXM
ChargePoint Holdings,CHPT,BBG00Q741Z16,1,usd,SPBXM
Alliant Energy,LNT,BBG000DW4Q75,1,usd,SPBXM
"Washington Federal, Inc.",WAFD,BBG000BWQTD0,1,usd,SPBXM
Seacoast Banking Corp of Flori,SBCF,BBG000KK3464,1,usd,SPBXM
Marriott Vacations Worldwide Corporation,VAC,BBG001J2R5H3,1,usd,SPBXM
Pagseguro Digital Ltd,PAGS,BBG00JM7QBR6,1,usd,SPBXM
МРСК Урала,MRKU,BBG000VKG4R5,10000,rub,TQBR
Luminar Technologies,LAZR,BBG00MS90LK2,1,usd,SPBXM
Logitech International SA,LOGI,BBG000BQNNP6,1,usd,SPBXM
Clean Harbors Inc,CLH,BBG000BFRRX8,1,usd,SPBXM
Upwork Inc,UPWK,BBG00FBJ6390,1,usd,SPBXM
GCP Applied Technologies Inc,GCP,BBG0082W8Q12,1,usd,SPBXM
Red Robin Gourmet Burgers Inc,RRGB,BBG000MXH9C1,1,usd,SPBXM
Hormel Foods,HRL,BBG000BLF8D2,1,usd,SPBXM
Equitrans Midstream Corporation,ETRN,BBG00K53L394,1,usd,SPBXM
Tesla Motors,TSLA,BBG000N9MNX3,1,usd,SPBXM
Fastenal Company,FAST,BBG000BJ8YN7,1,usd,SPBXM
JM Smucker,SJM,BBG000BT1715,1,usd,SPBXM
Carl Zeiss Meditec AG,AFX@DE,BBG000C7X325,1,eur,SPBDE
United States Steel,X,BBG000BX3TD3,1,usd,SPBXM
Healthpeak Properties REIT,PEAK,BBG000BKYDP9,1,usd,SPBXM
iRhythm Technologies,IRTC,BBG001J19V24,1,usd,SPBXM
Skechers U.S.A. Inc,SKX,BBG000C4HKK2,1,usd,SPBXM
МРСК Юга,MRKY,BBG000C7P5M7,10000,rub,TQBR
Neurocrine Biosciences Inc,NBIX,BBG000GJS7C1,1,usd,SPBXM
HCA Healthcare,HCA,BBG000QW7VC1,1,usd,SPBXM
Sturm Ruger & Co Inc,RGR,BBG000C4FQG6,1,usd,SPBXM
Oil States International Inc,OIS,BBG000BDDN94,1,usd,SPBXM
EQT Corporation,EQT,BBG000BHZ5J9,1,usd,SPBXM
8x8 Inc,EGHT,BBG000BCGHH7,1,usd,SPBXM
Green Dot Corp,GDOT,BBG000QDJT53,1,usd,SPBXM
Inspire Medical Systems Inc,INSP,BBG00209SZJ7,1,usd,SPBXM
Eaton Corporation,ETN,BBG000BJ3PD2,1,usd,SPBXM
Polaris Industries Inc,PII,BBG000D5S4M0,1,usd,SPBXM
NVIDIA,NVDA,BBG000BBJQV0,1,usd,SPBXM
Eargo,EAR,BBG009HSTZ10,1,usd,SPBXM
Medpace Holdings Inc,MEDP,BBG0065B7K59,1,usd,SPBXM
Boise Cascade,BCC,BBG000RQKCR4,1,usd,SPBXM
AppLovin Corporation,APP,BBG006HFPX77,1,usd,SPBXM
SouthState Corp,SSB,BBG000BNPYN9,1,usd,SPBXM
Bayerische Motoren Werke AG,BMW@DE,BBG000BBXB74,1,eur,SPBDE
TPI Composites Inc,TPIC,BBG0016MQ7C5,1,usd,SPBXM
Vuzix Corp,VUZI,BBG000QKVV49,1,usd,SPBXM
WP Carey REIT,WPC,BBG000BCQM58,1,usd,SPBXM
Neogen Corp,NEOG,BBG000C1BCK2,1,usd,SPBXM
Global Payments,GPN,BBG000CX0P89,1,usd,SPBXM
Pfizer,PFE,BBG000BR2B91,1,usd,SPBXM
Trex Co Inc,TREX,BBG000BTGKK9,1,usd,SPBXM
Meritage Homes Corp,MTH,BBG000F4F1N0,1,usd,SPBXM
Dorman Products Inc,DORM,BBG000BM22F5,1,usd,SPBXM
Choice Hotels International In,CHH,BBG000BPBTL2,1,usd,SPBXM
"Graphite Bio, Inc.",GRPH,BBG00XDH4NZ2,1,usd,SPBXM
Monster Beverage,MNST,BBG008NVB1C0,1,usd,SPBXM
The Clorox Company,CLX,BBG000BFS7D3,1,usd,SPBXM
Ferro Corp,FOE,BBG000BJQK11,1,usd,SPBXM
Blackbaud Inc,BLKB,BBG000BGGTW5,1,usd,SPBXM
Саратовский НПЗ - акции привилегированные,KRKNP,BBG002B2J5X0,1,rub,TQBR
Aptiv,APTV,BBG001QD41M9,1,usd,SPBXM
Tandem Diabetes Care Inc,TNDM,BBG0019V9M65,1,usd,SPBXM
AdvanSix Inc,ASIX,BBG00CWTTQ41,1,usd,SPBXM
Country Garden Holdings,2007,BBG000QQCY41,100,hkd,SPBHKEX
AAON,AAON,BBG000C2LZP3,1,usd,SPBXM
Северсталь,CHMF,BBG00475K6C3,1,rub,TQBR
Tradeweb Markets,TW,BBG00NK8H8T2,1,usd,SPBXM
Flowserve,FLS,BBG000FFH4P5,1,usd,SPBXM
Twilio Inc,TWLO,BBG0029ZX840,1,usd,SPBXM
Cooper-Standard Holdings Inc,CPS,BBG000PSXT64,1,usd,SPBXM
VIZIO Holding Corp.,VZIO,BBG00ZHDJVK4,1,usd,SPBXM
Repligen Corporation,RGEN,BBG000BS48J3,1,usd,SPBXM
ИСКЧ,ISKJ,BBG000N16BP3,10,rub,TQBR
Chatham Lodging REIT,CLDT,BBG000PT6BR8,1,usd,SPBXM
Alphabet Class C,GOOG,BBG009S3NB30,1,usd,SPBXM
Lantheus Holdings Inc,LNTH,BBG006Q52RD0,1,usd,SPBXM
HeidelbergCement AG,HEI@DE,BBG000BWRTS3,1,eur,SPBDE
PACCAR,PCAR,BBG000BQVTF5,1,usd,SPBXM
Cytokinetics,CYTK,BBG000F0R4N9,1,usd,SPBXM
Vimeo,VMEO,BBG00ZNSSKP3,1,usd,SPBXM
